,feature,class
2984,"[-2.3639867e+02  1.5826268e+02 -2.1724939e+01  5.1080875e+01
 -2.1597675e+01  2.8773203e+01 -2.0024710e+01  6.4891276e+00
 -8.7079105e+00 -1.6938839e+00  8.0318508e+00 -6.5657191e+00
  8.6153231e+00 -1.0168745e+01  1.1904694e+01 -4.6800694e+00
  2.0976717e+00 -7.2573549e-01  5.1137015e-02  1.2313721e+00
 -5.9014988e+00  4.1966047e+00 -6.4010277e+00  1.9445777e+00
 -4.0150900e+00  9.0912360e-01 -2.0243826e+00 -4.7348955e-01
 -2.2020148e-01 -3.7395790e+00  1.4317371e+00 -4.6837373e+00
  2.2950120e+00 -2.9763086e+00 -9.5781416e-02 -1.7941133e+00
 -3.5631664e-02  2.6832473e-01 -2.3359773e+00 -1.0377196e-01]",male
2985,"[-3.4263431e+02  1.4518408e+02 -1.4225447e+01  4.0475929e+01
 -9.7227831e+00  9.6038380e+00 -1.6963638e+01 -3.3963721e+00
 -1.0668960e+01 -4.0553231e+00 -5.6005740e+00 -5.0942287e+00
  1.6316344e+00 -1.6269615e+01  9.2883911e+00 -6.7213931e+00
 -3.0252399e+00 -1.7532333e+00 -8.0994539e+00 -2.8471758e+00
 -7.2802687e+00 -7.6289444e+00 -9.3122253e+00 -2.2793655e+00
 -9.4532566e+00  2.1417998e-01 -4.5095110e+00 -6.6145425e+00
  1.4352855e-01 -3.8501647e+00 -1.1282350e+00 -4.4264998e+00
  3.8506278e-01 -3.7871366e+00 -2.1490703e+00 -2.0645730e+00
 -4.5092936e+00 -2.6380095e+00 -4.9105244e+00 -3.3648181e+00]",male
2986,"[-3.5980649e+02  1.4880388e+02 -6.7959490e+00  3.1341179e+01
 -2.1681335e+01 -2.4876170e+00 -1.8179409e+01 -9.6623001e+00
 -1.6768795e+01 -7.0418649e+00 -8.0122881e-02 -9.5306845e+00
  5.4608021e+00 -1.3967356e+01  4.9926124e+00  1.0942458e+00
 -8.5128546e+00  3.3977888e+00 -4.0303617e+00 -6.0097570e+00
 -4.2962728e+00 -2.5638628e+00 -7.1067939e+00 -1.5720873e+00
 -3.4045002e+00 -1.6468663e+00 -2.9219633e-01 -5.1955514e+00
 -1.2649554e+00 -2.1455116e+00 -3.3750122e+00 -3.9337094e+00
 -2.2939028e-01 -4.5450869e+00 -4.1299820e+00 -1.6455319e+00
 -5.1553493e+00 -8.0800807e-01 -2.7946405e+00 -4.0997453e+00]",male
2987,"[-2.6323892e+02  1.7218188e+02 -4.7537003e+00  5.5137913e+01
 -1.4214596e+01  2.3519302e+01 -1.6746078e+01  6.4063981e-02
 -2.7376287e+00 -1.5240718e-01  3.5167229e+00 -4.4154539e+00
  6.4383855e+00 -5.0280690e+00  1.0066647e+01 -3.6479640e+00
  3.5846927e+00 -2.0657279e-01  2.0388784e+00 -3.3476629e+00
 -1.0940617e+01  4.5079703e+00 -2.7333670e+00 -3.9772984e-02
 -5.7496805e+00 -1.2990859e-01 -1.8899227e+00 -6.3638979e-01
  3.7787280e+00 -2.8622642e-01 -6.0116255e-01 -3.7651846e+00
  1.6739225e+00  7.2052687e-01  3.1248047e+00 -3.2240868e+00
 -3.0085716e+00 -1.0455358e+00 -2.1399689e+00 -4.9139771e-01]",male
2988,"[-249.79915    137.93472    -28.764103    31.703276   -10.562397
    4.047865   -23.279072    -4.080345   -17.613707    -6.414532
    8.235912    -6.8246202   -4.2888026   -9.329618     7.0290084
   -9.405523    -6.2405143   -3.7220156   -0.91319     -2.6170492
   -5.589768     1.509944    -9.647217    -2.2944214   -5.6577644
   -1.8276565   -1.7301781   -5.8085027   -2.813455    -4.5617676
   -2.4049344   -3.5692284   -1.0882901   -3.8732018   -1.2979653
   -1.5435945   -2.1124058   -2.2820132   -2.7588024    0.3918498]",male
2989,"[-1.8638940e+02  1.2696543e+02 -2.1782372e+01  5.0986805e+01
 -4.2378960e+01  3.1888920e+01 -3.0209101e+01  4.1842742e+00
 -1.4695075e+01 -1.5267697e-02  1.4447039e+01 -1.0143756e+01
  1.3220562e+01 -1.1641794e+01  2.0280722e+01 -5.3115430e+00
 -5.7140083e+00  7.8660691e-01 -6.9215808e+00 -2.2744131e+00
 -6.0943222e+00  3.6491268e+00 -4.9006076e+00  1.9955617e+00
 -3.2716863e+00 -4.3174124e-01 -3.2383666e+00  3.2889602e+00
  2.1493325e-01 -6.5938392e+00  5.0622211e+00  1.7339555e+00
  2.3487060e+00 -3.8811519e+00  1.6103568e+00 -3.2584991e+00
  2.9597953e-01  4.1515121e+00 -8.4829837e-01 -1.1581315e+00]",male
2990,"[-107.38409    150.27284    -61.5481      55.82739    -25.099665
   21.7979     -20.954231    11.840828    -8.151437     1.7234653
   -1.7432178   -9.928746    11.672814    -9.003584    11.825168
   -7.5258303    6.0688066   -2.5182567    4.707811     3.3660235
   -2.6360412    6.044431    -5.522516     2.1843019   -7.775081
    3.9630563   -6.010818    -1.6620814   -1.0830588   -3.1122396
    0.9173226   -6.744977     3.3664145   -3.3376987    5.9883895
    4.168029     5.430611     3.5917656    1.054629     2.448335 ]",male
2991,"[-2.6818048e+02  1.4821791e+02 -6.3281590e+01  3.1791601e+01
 -2.7676968e+01 -3.5275009e-01 -2.4674606e+01 -1.5127757e+00
 -1.2098912e+01 -3.2330940e+00 -2.5380185e-01 -1.4015712e+01
  7.8551722e+00 -1.7783890e+01 -2.4067941e+00 -4.9356370e+00
 -8.7925663e+00 -8.1003513e+00 -2.6611972e+00 -5.4093194e+00
 -1.3003874e+01  6.5683204e-01 -7.3384247e+00 -3.6611741e+00
 -5.1828508e+00 -2.9082491e+00 -5.2728639e+00 -6.7858310e+00
 -5.4599075e+00 -8.0899830e+00 -4.0888143e+00 -6.0596442e+00
 -4.4049713e-01 -3.5837200e-01  5.1015959e+00  7.8745399e+00
  9.3496962e+00  7.3837008e+00  3.0822830e+00  3.5075109e+00]",male
2992,"[-90.01969    109.86301    -48.271152    54.367607   -40.860382
  20.684254   -30.855356    14.434731   -25.090738    -1.849808
   4.9371624  -20.2431       8.311895   -21.392105     2.440889
 -16.33201     -4.1862655  -14.296772    -8.324852    -7.8907537
 -15.529592    -2.3541763  -18.007519    -4.608155   -11.355327
  -3.0416155   -8.144418    -1.6005582   -1.0079244   -3.737907
   4.0378428   -2.6924129    3.856372    -4.1160665    1.8711461
  -3.8378546   -1.2301462   -1.6698525   -3.2242377   -0.33226064]",male
2993,"[-3.24585876e+02  1.42597870e+02 -2.55441761e+01  5.46848640e+01
 -7.16330719e+00  1.05603209e+01 -7.36499023e+00 -2.26826525e+00
 -1.15443554e+01 -2.79949069e+00 -1.65575445e+00 -6.13053417e+00
  8.80152893e+00 -1.21712437e+01  8.15035534e+00 -1.04669966e-01
 -4.29293060e+00 -9.87829149e-01 -8.82991016e-01  2.25601387e+00
 -3.55990791e+00  1.27996480e+00 -5.76829481e+00  6.67891681e-01
 -4.18442726e+00 -4.42509985e+00 -2.19354749e+00 -4.41364384e+00
 -1.15874290e+00 -8.13763320e-01  2.27182364e+00 -1.74807823e+00
  7.22637534e-01 -2.72736239e+00 -1.80173433e+00 -2.35158157e+00
 -4.11927891e+00 -2.43648386e+00 -4.97199583e+00 -2.94387841e+00]",male
2994,"[-259.44888     150.45888     -46.544575     43.18042     -23.372644
    7.212765    -14.236765    -12.114282     -8.685004     -3.0980475
   -2.4790483    -8.02428       2.0775058   -11.1064825     6.676331
   -3.417473     -3.4853377    -1.3356582    -0.38150844   -2.2038043
   -8.510725     -1.8555521    -6.309302     -2.0584514    -6.260356
   -0.4874999    -4.0535345    -2.808841      0.8670053    -5.537745
   -1.7336782    -5.481076     -0.75318456   -2.244363     -2.5455875
   -2.9138157    -1.3406161    -0.35249516   -2.9308276     1.9664662 ]",male
2995,"[-2.0526300e+02  1.6514427e+02 -4.4304001e+01  6.4807709e+01
 -2.0872971e+01  2.3384321e+01 -1.2490877e+01  5.9450970e+00
 -4.5617867e-02 -7.1173751e-01  5.8932548e+00 -9.3599987e+00
  1.1534686e+01 -6.0022497e+00  3.5743859e+00 -8.2046413e-01
  4.8183994e+00 -3.8843355e+00 -4.2329888e+00 -7.1822947e-01
 -4.7270317e+00  7.0224457e+00 -1.3999860e+00  1.3278375e+00
 -7.1264763e+00 -7.8408092e-01  2.8592124e+00 -2.1177831e+00
  7.4887562e-01 -3.6813071e+00 -1.6217022e+00  2.0733793e+00
 -5.0692964e-01 -5.2961798e+00 -1.4645363e+00 -4.3507338e+00
 -2.7922313e+00 -1.2793063e+00 -1.1106353e-01 -2.3080034e+00]",male
2996,"[-239.35909     124.53578     -56.136345     58.333958    -27.090704
   21.705145    -26.65329       4.9674435   -14.238858      4.8593025
   -5.4184494    -8.991124      9.163581    -26.535887      8.415429
  -13.325326     -4.7330565    -9.5923815    -0.605265     -2.4091532
  -10.236024      3.4194481   -10.213391     -0.91151685  -10.919783
   -0.8260135    -9.010195     -4.804025     -2.5221176    -7.205014
   -0.9875484    -6.747659      0.85868275   -5.608184     -1.2862585
   -5.089069     -1.1848458    -3.1230273    -3.249409     -0.79878443]",male
2997,"[-2.0551653e+02  1.4326039e+02 -8.8614120e+00  5.4906502e+01
 -9.8486814e+00  2.5623517e+00 -1.5817102e+01 -9.1225948e+00
 -8.2359352e+00 -2.7757924e+00 -1.2997113e+00 -7.6999803e+00
 -3.7043741e-01 -1.0450189e+01  4.1616621e+00 -4.9072571e+00
 -3.1222303e+00 -3.0153542e+00 -2.8469543e+00 -1.1489486e+00
 -9.4739580e+00 -3.3685150e+00 -3.6492608e+00 -1.2841582e+00
 -5.8962936e+00 -1.4876096e+00 -1.8160355e+00 -2.4194179e+00
 -6.7384362e-01 -2.9077077e+00  3.9525378e-01 -2.2730482e+00
 -2.6495898e-02 -3.1837432e+00 -2.1892269e+00 -3.1066628e+00
 -3.5232608e+00 -1.6943814e+00 -3.9668703e+00 -2.7193787e+00]",male
2998,"[-2.6477628e+02  1.1533589e+02 -4.0238857e+01  5.2244003e+01
 -2.0662796e+01  1.8314091e+01 -2.6122799e+01  1.0545154e+01
 -1.9852947e+01 -1.2708159e+01  1.4357074e+00 -1.4702814e+01
 -6.9191165e+00 -2.1933624e+01  8.7610235e+00 -1.2185320e+01
  2.9927626e-01 -3.0060699e+00 -4.2728472e+00 -1.4945775e+00
 -9.6585512e+00  9.2451639e-02 -1.0361422e+01 -4.9173112e+00
 -1.1251435e+01 -3.6138282e+00 -8.9704094e+00 -5.5755072e+00
 -3.2882929e+00 -7.0193691e+00 -3.1789277e-02 -3.6339810e+00
  1.3369352e+00 -4.6556034e+00  7.1102029e-01 -6.1102223e-01
 -2.6456964e-01 -5.4829478e-01 -2.1370533e+00 -3.2907227e-01]",male
2999,"[-2.5694177e+02  1.4888058e+02 -1.4735506e+01  1.0847813e+01
 -3.4526615e+01  6.7779055e+00 -2.6279106e+01 -1.8202967e+01
 -3.2915454e+00 -1.7016390e+01 -1.3278334e+01 -1.2193898e+00
  5.8338609e+00 -1.0679983e+01  2.0307128e+00 -3.5673099e+00
 -2.8145380e+00 -2.6727972e+00 -3.3364112e+00 -2.0705922e+00
 -4.9408655e+00  2.1250391e+00 -5.2837944e+00  6.9141483e-01
 -8.7278545e-01 -3.8414965e+00 -5.8349651e-01 -1.1023460e-01
 -2.1299553e+00 -2.6825397e+00  1.4027689e+00 -3.9833529e+00
 -1.8007524e+00 -2.7100401e+00 -2.9334743e+00 -2.7150309e+00
 -1.9555240e+00 -1.0862306e+00 -3.3099291e+00 -1.4789295e+00]",male
3000,"[-3.6203754e+02  1.6768193e+02 -2.8635128e+00  3.2444294e+01
 -2.0465338e+01  2.0025564e+01 -2.6997375e+01  4.3860788e+00
  2.1620429e+00 -1.1710886e+01  4.1307678e+00 -2.6625557e+00
  5.4417105e+00 -1.2522556e+01  4.7316084e+00 -2.7553048e+00
 -2.6904154e+00 -6.5142906e-01 -4.4324355e+00 -1.6176118e-01
 -4.8615761e+00 -1.8947467e-01 -4.9746833e+00 -2.2886035e+00
 -5.7620440e+00 -1.3752161e+00 -2.6989157e+00 -3.0944052e+00
 -4.4292890e-02 -1.5232867e+00  7.1045452e-01 -5.2265997e+00
 -2.9788810e-01 -3.4415786e+00 -2.1349812e+00 -4.1496396e-01
 -2.1914468e+00 -7.3556387e-01 -2.5694666e+00 -1.0457251e+00]",male
3001,"[-3.28016205e+02  1.62348862e+02 -2.46987438e+01  6.34353561e+01
 -4.38335228e+00 -6.29946828e-01 -1.66472015e+01  3.85162264e-01
 -1.25424623e+01 -2.16917586e+00  7.50251722e+00  3.82130355e-01
  8.21186543e+00 -1.49653845e+01  8.02166367e+00  2.08607101e+00
 -6.56220818e+00 -6.20043135e+00 -7.75887147e-02 -2.19504237e+00
 -8.12789440e+00  4.58979893e+00 -6.27642107e+00 -7.14659214e-01
 -5.20481884e-01  1.46634889e+00 -2.73987353e-02 -1.02879643e+00
  3.61589885e+00 -3.77504490e-02  1.82588422e+00  2.65809894e-01
  3.66035366e+00 -6.40796566e+00 -3.17658830e+00  5.90485334e-01
 -2.90632844e+00 -3.61548126e-01 -5.72198868e+00 -2.12389398e+00]",male
3002,"[-238.02702     169.99284      58.48056      42.1946      -34.945675
   16.8204        2.263227    -17.781918    -20.755098    -14.190828
   -8.610486     -9.32448      -1.2159522   -21.064074      3.0349138
   -5.8992696   -16.325377      4.797994     -9.671686     -9.524133
    0.8089668    -6.0669127   -10.165599     -4.884485    -11.123459
   -8.249953     -6.1765656    -5.3185244     0.34386054   -7.0489707
   -8.126738     -8.925824     -6.1302686    -7.019323     -6.9338617
   -5.6203966    -7.7108183    -1.5806944    -6.1740117    -6.8828316 ]",male
3003,"[-368.61447     121.63298     -28.97808      71.30028     -16.824781
   43.628426    -24.296583      6.87535      -3.9787986     4.6824203
   12.595522     -5.145367     10.768904    -12.759693     13.541022
   -4.7365785    -2.5626938    -4.7392955     2.2712312     3.8733368
   -3.060454      2.4368834    -4.155794      4.158579     -9.308825
    2.473103     -3.7647943    -4.1814733    -3.0098014    -6.7748413
   -0.9862971    -5.2995453     0.78924936   -5.0388746     2.1402304
   -3.1536489    -2.8554099    -0.69741845   -2.8611712    -0.6102253 ]",male
3004,"[-4.0328378e+02  1.3868150e+02 -5.4049993e+00  5.2110409e+01
 -1.3151294e+01 -2.8871434e+00 -8.1068602e+00 -2.1573374e+01
 -1.7292912e+01 -8.8630981e+00 -3.1521969e+00 -5.9779906e+00
 -2.6995773e+00 -7.5009317e+00 -1.4227062e+00 -5.1239343e+00
 -3.4602723e+00 -5.4407353e+00 -4.4015036e+00 -3.5065975e+00
 -7.5612950e+00 -1.8730502e+00 -2.5399001e+00 -1.4211762e+00
 -5.1075993e+00 -2.1266551e+00 -1.9425995e+00 -4.8477054e+00
 -2.5380232e+00 -3.2012272e+00 -2.3383074e+00 -2.7314348e+00
 -1.5469528e+00 -3.2734230e+00 -1.4525710e+00 -2.2097111e+00
 -2.3412938e+00 -9.6990424e-01 -2.5800738e+00 -3.5832647e-02]",male
3005,"[-2.7636517e+02  1.6861926e+02 -1.1111365e+01  2.4201220e+01
 -6.0512834e+00  6.1121297e+00 -1.7300747e+01  3.5548089e+00
 -1.0995126e+01 -6.0329218e+00  9.2536955e+00 -8.6932335e+00
  4.5147552e+00  1.0069443e+00  4.1093588e+00 -1.9376881e+00
 -3.9632249e+00 -5.2170887e+00 -2.0967157e-01 -4.4084616e+00
 -8.7259808e+00  3.5000081e+00 -3.0396807e-01 -2.4910698e+00
 -1.3266910e+00  5.5791569e+00 -5.0644011e+00 -1.7367524e+00
  1.8667899e-01 -6.6876879e+00  8.6265337e-01 -2.9747040e+00
  1.5358355e+00 -4.4887600e+00 -1.3152614e+00  2.2862048e+00
 -2.8406160e+00  3.5631707e-01 -2.9686141e+00 -1.1188860e+00]",male
3006,"[-3.11700928e+02  1.56368546e+02  7.26087189e+00  2.74108238e+01
 -8.44393730e+00  1.88593922e+01 -2.03789444e+01 -1.46381485e+00
 -7.46778107e+00 -4.21397448e+00  1.40902460e+00 -5.83453512e+00
  7.27074623e+00 -1.00403185e+01  5.76473427e+00  1.17986536e+00
 -5.94996393e-01 -6.21880770e-01  1.25243021e-02 -2.17999387e+00
 -4.40088749e+00  1.81110954e+00 -6.77537870e+00  3.34736183e-02
 -5.38259363e+00 -1.50124371e+00 -2.28139973e+00 -3.73427534e+00
 -1.21180451e+00 -4.05473232e+00  6.86440349e-01 -3.72402430e+00
  5.41360617e-01 -2.86079001e+00 -1.61005831e+00 -1.05534458e+00
 -2.80208778e+00 -1.03884327e+00 -2.40461612e+00 -6.09451951e-03]",male
3007,"[-349.57245     118.1612      -43.856667     35.904716    -30.9567
    8.053417    -37.398403    -10.160692    -30.514624    -16.997158
   -7.597803    -15.990634      0.517755    -18.33674       6.596189
  -10.555362     -1.2562865    -6.6897974    -2.557762      0.7842787
   -9.758368      2.5265076    -5.3677745    -0.699864     -9.727647
   -2.836728     -6.453545     -4.330137     -3.008693     -7.7588363
   -2.0107512    -6.110705      0.46523604   -4.955919     -1.6413676
   -4.685431     -1.2361648     1.2343217    -4.0343127    -1.9214922 ]",male
3008,"[-342.06708     162.4296      -19.702742     43.42982      -6.8227816
    8.321895    -20.163073      3.8886597    -9.734394     -1.8711292
    1.2700629    -8.542988      5.830497    -13.280418      3.3672278
   -3.5528493     1.2652496    -1.7790523     1.842339      1.1751933
   -8.389823      3.2241352    -9.309055     -4.01556      -5.5429616
   -4.201464     -2.9972734    -2.088754      0.3701099    -3.521358
    1.5937653    -2.851898     -1.6819736    -1.9305111    -1.6616966
   -2.8303833    -1.4442179    -3.070178     -2.946964     -0.48742265]",male
3009,"[-3.37728943e+02  1.63757660e+02 -2.77815857e+01  4.67982178e+01
 -2.00901184e+01  1.08911915e+01 -8.27634513e-01 -1.07263947e+01
 -6.66278410e+00 -6.75207520e+00 -2.49863758e+01 -1.10972052e+01
 -1.54340613e+00 -2.76513958e+01 -8.07336712e+00 -1.10539703e+01
 -5.50752044e-01 -1.20745907e+01 -8.14596558e+00  2.29405212e+00
 -1.06839628e+01  1.15125811e+00 -6.64433956e+00 -4.11472559e+00
 -2.32404327e+00 -4.48863077e+00 -4.64224720e+00 -6.81446731e-01
 -5.16919994e+00 -4.70782232e+00  1.37882125e+00 -6.80841398e+00
  7.56618083e-01 -4.68016052e+00 -2.76427650e+00 -3.21473569e-01
 -3.58342719e+00 -7.64200330e-01 -3.79090738e+00 -2.18069768e+00]",male
3010,"[-3.4118619e+02  1.5973982e+02 -1.1833520e+01  4.5674953e+01
 -2.0125740e+01  2.4734201e+01 -1.3107174e+01  1.1660302e+01
 -1.4495494e+01 -8.5727558e+00  8.1675692e+00 -8.7249031e+00
  4.7656326e+00 -7.7047348e+00  7.0882273e+00 -3.6246502e+00
  2.4391811e+00 -5.1209874e+00  1.6125250e+00 -2.9541230e+00
 -1.0444560e+01  6.4091368e+00 -7.7204757e+00 -1.0998255e+00
 -2.2370415e+00 -1.5562192e+00 -6.1466331e+00 -1.0468545e+00
  8.9067340e-02 -4.5962954e+00  2.7769892e+00 -1.5148361e+00
  1.4770659e+00 -2.6775970e+00  1.3300914e-01 -2.3585947e+00
 -2.7873793e+00 -3.4403820e+00 -3.9524395e+00 -5.0155199e-01]",male
3011,"[-3.1108234e+02  1.5814494e+02 -5.3142590e+01  3.2269367e+01
 -2.7180449e+01  6.9579511e+00 -2.6059727e+01 -8.0911797e-01
 -1.4472067e+01 -4.8707352e+00 -6.1666007e+00 -1.4767652e+01
  6.4872295e-02 -1.9686392e+01  1.7085537e+00 -1.5397205e+01
 -3.6764266e+00 -7.2677984e+00 -6.7174740e+00 -1.0867414e+00
 -9.8487844e+00 -5.7578206e+00 -1.3514152e+01 -2.0171404e+00
 -8.7168198e+00 -1.0673807e+00 -1.7351509e+00  1.0667819e+00
  2.8049307e+00 -2.6176212e+00  1.5441866e+00 -8.0228907e-01
  7.7099204e+00 -1.6175619e-01  1.3864419e+00 -1.9741873e+00
  3.2847915e-03  3.7631893e+00 -1.1880267e+00  6.4940703e-01]",male
3012,"[-1.1702806e+02  1.4996669e+02 -5.7230431e+01  6.6309334e+01
 -7.1482692e+00  2.9031410e+01 -2.2747316e+01  2.7057178e+00
 -8.8538723e+00  2.6558656e-01 -2.8148849e+00 -1.1510502e+01
  6.2656093e+00 -1.7332455e+01  1.2118222e+01 -5.1106534e+00
  5.5346973e-02 -5.2909341e+00 -2.1482015e+00 -3.6250265e+00
 -7.9048138e+00  4.5724130e+00 -9.4622803e+00  3.0252333e+00
 -6.3032689e+00  1.2145636e+00 -1.3603625e+00 -3.1226151e+00
 -8.1636536e-01 -4.3097553e+00  2.4592898e+00 -4.2432799e+00
  7.7959007e-01 -3.6458800e+00 -1.0265660e-01 -3.9541302e+00
 -1.9235718e+00 -1.0466105e+00 -3.5544837e+00  1.3732210e+00]",male
3013,"[-3.9649731e+02  1.4362880e+02 -3.7843758e+01  5.1426086e+01
 -2.2770527e+01  4.2288893e-01 -1.8787066e+01 -4.0907237e-01
 -1.1470532e+01 -3.8704107e+00  2.4376447e+00 -1.0037088e+01
  4.8465362e+00 -5.6708169e+00  5.7389016e+00 -8.3449936e+00
 -1.9160526e+00 -6.9097557e+00 -4.4836574e+00  2.2076623e-01
 -6.0725622e+00  2.1354456e+00 -6.0121412e+00  1.3548211e+00
 -3.5359008e+00 -1.0078139e+00 -1.7381784e+00 -6.7330450e-01
 -3.2895106e-01 -1.7225820e+00  3.2640593e+00 -2.5335104e+00
  3.5579011e+00 -6.2857449e-01  2.9706368e+00  3.8792875e+00
  3.9749064e+00  4.1782079e+00  2.5733383e+00  4.8731146e+00]",male
3014,"[-3.8984314e+02  1.3993800e+02 -2.9260742e+01  8.2234871e+01
 -2.6895317e+01  3.1222916e+01 -3.7399734e+01  4.0586352e+00
 -1.0197258e+01 -6.3933182e+00  1.6794915e+00 -9.0072269e+00
  1.1360796e+01 -1.3884888e+01  9.9433918e+00 -8.8708572e+00
  2.0009556e+00 -4.0416794e+00 -4.0531158e-02 -5.6703651e-01
 -6.1955447e+00  3.0750415e+00 -4.4616089e+00  3.5915301e+00
 -7.8391433e+00  3.0073512e+00 -5.2015543e+00 -2.6774855e+00
 -2.6254315e+00 -4.0027633e+00 -8.2870680e-01 -5.8130555e+00
  1.5295874e+00 -5.7043371e+00  1.4599605e+00 -2.5699570e+00
  1.0737035e+00 -1.8235440e+00 -2.7225754e+00  2.6899275e-01]",male
3015,"[-3.0340872e+02  1.5130025e+02 -2.5838661e+01  1.6386263e+01
 -3.3881950e+01  8.1922388e+00 -2.4126141e+01 -1.3828709e+01
 -1.7980671e+01 -8.5617962e+00  2.4717598e+00 -1.1702746e+01
  2.2083106e+00 -1.3545737e+01  5.1604886e+00 -7.7743449e+00
 -4.4584966e+00  6.8034515e+00 -7.8216352e+00 -1.9109701e+00
 -3.3673520e+00 -2.0382917e+00 -4.4944782e+00 -1.7911680e+00
 -3.7732444e+00  2.1784759e-01 -1.7382939e+00 -3.9517231e+00
 -1.2530122e+00 -4.6372476e+00 -1.6690446e+00 -4.0429602e+00
  1.2098940e-01 -2.5953529e+00 -1.6852655e+00 -2.7175610e+00
 -3.5620072e+00 -4.2172709e-01 -3.9783409e+00  1.4722157e+00]",male
3016,"[-199.50168     141.79254     -44.738487     46.350124    -16.715094
    2.4432588   -25.918682      2.3621657   -14.934946     -5.286282
    2.2561276    -8.513427      3.3900204   -15.687978      3.7908516
  -13.324613     -4.7476163    -7.5787635    -8.33117      -1.533013
  -10.111968     -2.0751998    -7.866566     -0.3203411    -6.8973804
   -0.9341516    -2.863013     -2.9193816    -0.61384344   -6.2543836
   -0.46236494   -4.918203     -0.9105307    -3.852047     -1.0383661
   -3.3207004    -3.2253819    -2.6250997    -5.1054296    -1.3956453 ]",male
3017,"[-313.68668     174.07417     -14.692271     27.399855     -6.5469213
    7.0160756   -14.691499     -0.8876226   -10.871733     -0.935537
    0.38200247   -3.256574     10.085506    -13.403668      1.776233
   -3.4089682    -6.561278     -8.748222     -7.062203     -3.5820107
  -10.620382     -3.0596035    -5.537355     -2.4823554    -9.137251
   -5.8128433    -5.181621     -5.8441224    -2.0456479    -4.1150246
   -0.92266023   -4.9529896    -2.4968255    -6.6415567    -4.8595667
   -4.3447943    -5.978238     -4.850105     -8.309186     -4.8816686 ]",male
3018,"[-1.2162868e+02  1.8680136e+02 -8.2484680e+01  4.8670380e+01
 -1.1573006e+01 -1.6614767e+01  4.1740561e+00 -2.1149488e+01
  4.1297812e+00 -1.0523851e+01  2.3808539e+00  2.9518728e+00
 -1.9812180e+01 -1.4916130e-02 -7.0435448e+00 -6.6469593e+00
 -1.7914263e+00 -1.2854155e+01 -1.5129337e+00 -1.0223062e+01
 -7.6061654e+00  2.9908035e+00 -6.8729792e+00 -3.2258911e+00
 -8.0771799e+00 -5.4087539e+00 -1.8343276e+00 -5.2403932e+00
  4.3616572e-01 -6.7983437e+00 -4.9361253e+00 -8.4711480e-01
 -3.2666030e+00 -3.8128063e-01 -4.1324444e+00 -3.1910627e+00
 -3.3710163e+00 -4.1141896e+00  1.6538937e+00 -1.4123056e+00]",male
3019,"[-2.81299347e+02  1.45198471e+02  1.27359228e+01  1.57530279e+01
 -1.39816513e+01  1.78046455e+01 -1.88588524e+01 -1.33721285e+01
 -3.26268578e+00 -5.85476112e+00 -3.07308936e+00 -5.56342649e+00
  3.55341458e+00 -5.28083086e+00  6.26872396e+00 -3.86306047e-01
 -5.35078955e+00 -2.76384759e+00 -3.71591067e+00 -4.59384584e+00
 -5.54908085e+00 -1.19724832e-02 -5.17018080e+00 -1.25549877e+00
 -3.11081553e+00 -2.09152198e+00 -1.53883064e+00 -3.32354498e+00
 -1.49410796e+00 -3.49251580e+00 -5.47775745e-01 -2.88104987e+00
 -1.15820193e+00 -2.28267288e+00 -2.24717212e+00 -1.19104373e+00
 -2.16893959e+00 -6.32258892e-01 -2.52011538e+00 -1.34777534e+00]",male
3020,"[-3.1616003e+02  1.5466299e+02 -1.1888500e+02  8.3122406e+00
 -3.2372479e+00 -5.1331940e+01 -1.1392013e+01 -9.5198450e+00
 -3.2104099e+01  9.5245004e-02  5.9880924e+00 -1.5228290e+01
 -1.3167734e-01 -2.3579583e+00  6.1210275e-01  7.8445888e+00
 -3.7406073e+00 -6.6829371e+00  7.1913379e-01 -5.9441352e+00
 -3.1293311e+00  8.9057751e+00 -7.5520482e+00 -7.7982078e+00
  3.4872754e+00 -1.9922949e+00 -1.2679077e+00  2.9122250e+00
 -2.4371719e+00 -4.6828647e+00  3.9816573e-01 -4.7842131e+00
 -3.2349932e+00  3.4607134e+00 -1.2087897e+00 -4.5958052e+00
 -1.9135361e+00 -1.6594594e+00 -3.3029454e+00 -6.5521997e-01]",male
